,geo_A_lat,geo_A_lon,geo_B_lat,geo_B_lon,geo_A_coordinates,geo_B_coordinates,geo_A_id,geo_B_id,id,created,project_id,task_id,user_id,user_ip,finish_time,timeout,calibration,external_uid,media_url,info,task_created,state,quorum,task_calibration,priority_0,n_answers,fav_user_ids
272,-77.03184079,38.79712962,-77.06713848,38.90084988,"(-77.0318407882, 38.7971296223)","(-77.06713848310001, 38.9008498777)",266,980,210847,2024-01-21T09:08:29.510276,761,384474,,47.167.220.10,2024-01-21T09:08:47.343130,,,,,"""A""",2024-01-17T18:59:02.032593,completed,0,0,0,1,
273,2.397094201,44.64587864,24.13872992,-0.353577026,"(2.3970942009900003, 44.6458786381)","(24.1387299163, -0.353577026257)",267,1831,224163,2024-01-31T12:14:59.771986,761,384475,,47.167.220.10,2024-01-31T12:15:06.502564,,,,,"""A""",2024-01-17T18:59:02.139895,completed,0,0,0,1,
274,-63.45182172,-16.45753222,-9.673373826,10.68721271,"(-63.4518217241, -16.45753222)","(-9.67337382554, 10.6872127108)",268,3930,210848,2024-01-21T09:08:47.688340,761,384476,,47.167.220.10,2024-01-21T09:08:53.015527,,,,,"""A""",2024-01-17T18:59:02.271943,completed,0,0,0,1,
275,-60.77998612,-4.534984423,32.89553901,24.54046806,"(-60.779986117, -4.53498442299)","(32.895539005799996, 24.5404680614)",174,2264,224304,2024-01-31T12:42:55.634689,761,384477,,47.167.220.10,2024-01-31T12:42:58.405043,,,,,"""A""",2024-01-17T18:59:02.407639,completed,0,0,0,1,
276,3.596631303,11.7032625,46.46411855,-17.91878512,"(3.5966313031, 11.703262504100001)","(46.4641185487, -17.9187851198)",269,2227,210849,2024-01-21T09:08:53.327654,761,384478,,47.167.220.10,2024-01-21T09:09:06.284521,,,,,"""B""",2024-01-17T18:59:02.530704,completed,0,0,0,1,
277,-120.3559189,50.73018138,6.704999432,7.407216713,"(-120.355918925, 50.730181380699996)","(6.70499943235, 7.407216713010001)",270,110,224164,2024-01-31T12:15:06.859914,761,384479,,47.167.220.10,2024-01-31T12:15:09.403061,,,,,"""B""",2024-01-17T18:59:02.637611,completed,0,0,0,1,
278,-52.74688073,-26.86474171,-20.23970435,65.66394881,"(-52.746880726499995, -26.864741710300002)","(-20.239704348, 65.6639488103)",271,1936,210850,2024-01-21T09:09:06.583303,761,384480,,47.167.220.10,2024-01-21T09:09:15.163626,,,,,"""B""",2024-01-17T18:59:02.785632,completed,0,0,0,1,
279,-86.82257826,53.54990136,9.589495699,10.76646958,"(-86.82257826370001, 53.5499013554)","(9.58949569862, 10.766469580999999)",272,3351,224268,2024-01-31T12:39:08.597433,761,384481,,47.167.220.10,2024-01-31T12:39:09.875981,,,,,"""A""",2024-01-17T18:59:02.924931,completed,0,0,0,1,
280,-3.624972119,6.43388695,-127.2287568,59.69668486,"(-3.62497211923, 6.433886949990001)","(-127.22875679100001, 59.696684858599994)",273,492,210851,2024-01-21T09:09:15.446389,761,384482,,47.167.220.10,2024-01-21T09:09:22.276916,,,,,"""B""",2024-01-17T18:59:03.051525,completed,0,0,0,1,
281,-108.1478628,44.6789552,-57.75393192,48.98574531,"(-108.147862755, 44.678955199099995)","(-57.753931916000006, 48.9857453121)",274,3956,224165,2024-01-31T12:15:09.761063,761,384483,,47.167.220.10,2024-01-31T12:15:14.151983,,,,,"""A""",2024-01-17T18:59:03.206841,completed,0,0,0,1,
282,35.86554929,12.01800189,21.54867046,-9.164184431,"(35.865549293899996, 12.0180018851)","(21.548670456999997, -9.164184430910002)",275,1059,210852,2024-01-21T09:09:22.743397,761,384484,,47.167.220.10,2024-01-21T09:09:34.374001,,,,,"""A""",2024-01-17T18:59:03.372150,completed,0,0,0,1,
283,12.05122941,60.50111835,-41.4586719,-16.56730456,"(12.051229407300001, 60.5011183512)","(-41.4586719034, -16.5673045625)",276,4698,224564,2024-01-31T13:19:17.708542,761,384485,,47.167.220.10,2024-01-31T13:19:33.729278,,,,,"""B""",2024-01-17T18:59:03.504210,completed,0,0,0,1,
284,22.42609934,40.72839452,15.45836324,-3.010007156,"(22.4260993406, 40.7283945188)","(15.458363240699999, -3.01000715551)",277,1601,210853,2024-01-21T09:09:34.714944,761,384486,,47.167.220.10,2024-01-21T09:09:38.324453,,,,,"""B""",2024-01-17T18:59:03.636098,completed,0,0,0,1,
285,-75.83964616,-5.419591634,46.98785699,31.86752769,"(-75.83964615810001, -5.419591634330001)","(46.9878569859, 31.8675276913)",278,688,224166,2024-01-31T12:15:14.500546,761,384487,,47.167.220.10,2024-01-31T12:15:18.088283,,,,,"""A""",2024-01-17T18:59:03.756458,completed,0,0,0,1,
286,-93.15795118,39.42537921,28.4812544,-31.95341569,"(-93.1579511783, 39.4253792128)","(28.4812543952, -31.9534156948)",279,3999,210854,2024-01-21T09:09:38.667140,761,384488,,47.167.220.10,2024-01-21T09:10:11.052584,,,,,"""B""",2024-01-17T18:59:03.876457,completed,0,0,0,1,
287,-80.26192115,43.10721236,14.25410349,53.8998789,"(-80.2619211488, 43.107212364300004)","(14.2541034946, 53.899878899300006)",280,2140,224270,2024-01-31T12:39:10.172862,761,384489,,47.167.220.10,2024-01-31T12:39:12.488611,,,,,"""A""",2024-01-17T18:59:04.001116,completed,0,0,0,1,
288,-58.56883818,-15.58210692,7.313077879,46.96571296,"(-58.5688381779, -15.5821069205)","(7.31307787917, 46.9657129622)",281,580,210855,2024-01-21T09:10:11.415917,761,384490,,47.167.220.10,2024-01-21T09:10:17.196368,,,,,"""A""",2024-01-17T18:59:04.113250,completed,0,0,0,1,
289,2.397094201,44.64587864,61.27450572,63.10461747,"(2.3970942009900003, 44.6458786381)","(61.274505723500006, 63.1046174724)",267,4171,224167,2024-01-31T12:15:18.409594,761,384491,,47.167.220.10,2024-01-31T12:15:28.366712,,,,,"""A""",2024-01-17T18:59:04.234559,completed,0,0,0,1,
290,-72.6364512,46.23244904,29.9590107,-28.67288622,"(-72.63645119590001, 46.2324490415)","(29.9590107044, -28.6728862198)",282,714,210856,2024-01-21T09:10:17.548893,761,384492,,47.167.220.10,2024-01-21T09:10:20.637528,,,,,"""B""",2024-01-17T18:59:04.363584,completed,0,0,0,1,
291,-49.20211923,-24.79017172,-111.5264849,45.90723052,"(-49.202119233299996, -24.790171721500002)","(-111.526484854, 45.9072305221)",283,4289,224305,2024-01-31T12:42:58.734788,761,384493,,47.167.220.10,2024-01-31T12:43:02.649795,,,,,"""B""",2024-01-17T18:59:04.481407,completed,0,0,0,1,
292,-51.08417027,-7.330584801,-112.0559078,43.59177146,"(-51.0841702738, -7.330584801260001)","(-112.05590780700001, 43.5917714632)",284,378,210857,2024-01-21T09:10:20.921167,761,384494,,47.167.220.10,2024-01-21T09:10:24.027620,,,,,"""A""",2024-01-17T18:59:04.628122,completed,0,0,0,1,
293,6.984709643,4.646701121,32.07248292,47.00745507,"(6.9847096426, 4.64670112141)","(32.0724829196, 47.007455074300005)",285,3812,224168,2024-01-31T12:15:28.726423,761,384495,,47.167.220.10,2024-01-31T12:15:32.871247,,,,,"""A""",2024-01-17T18:59:04.754262,completed,0,0,0,1,
294,-44.92426492,-17.26669379,-55.16444879,-27.86679445,"(-44.924264922, -17.2666937895)","(-55.1644487929, -27.8667944494)",286,1758,210858,2024-01-21T09:10:24.518690,761,384496,,47.167.220.10,2024-01-21T09:10:29.874413,,,,,"""B""",2024-01-17T18:59:04.877543,completed,0,0,0,1,
295,-158.2342259,63.44208568,33.90100571,36.42359419,"(-158.234225907, 63.442085683)","(33.9010057113, 36.4235941917)",287,3222,224449,2024-01-31T12:58:35.504697,761,384497,,47.167.220.10,2024-01-31T12:58:39.028572,,,,,"""B""",2024-01-17T18:59:04.996800,completed,0,0,0,1,
296,-65.79472419,46.7574574,4.253626885,6.416859396,"(-65.7947241942, 46.757457398199996)","(4.253626885, 6.41685939632)",288,1711,210859,2024-01-21T09:10:30.212002,761,384498,,47.167.220.10,2024-01-21T09:10:32.999098,,,,,"""B""",2024-01-17T18:59:05.098749,completed,0,0,0,1,
297,-59.94202958,-8.312506971,21.05777801,54.30042975,"(-59.942029581999996, -8.3125069705)","(21.057778013900002, 54.3004297523)",289,1952,224169,2024-01-31T12:15:33.208619,761,384499,,47.167.220.10,2024-01-31T12:15:37.960895,,,,,"""A""",2024-01-17T18:59:05.208665,completed,0,0,0,1,
298,-59.95714192,-33.11650297,32.08141714,41.38361111,"(-59.9571419192, -33.1165029696)","(32.0814171444, 41.3836111105)",290,3028,210860,2024-01-21T09:10:33.360097,761,384500,,47.167.220.10,2024-01-21T09:10:37.671309,,,,,"""A""",2024-01-17T18:59:05.329549,completed,0,0,0,1,
299,5.991567474,4.874966278,-51.93302328,-25.6337957,"(5.99156747369, 4.87496627781)","(-51.9330232813, -25.6337956966)",291,1940,224272,2024-01-31T12:39:12.856099,761,384501,,47.167.220.10,2024-01-31T12:39:13.983153,,,,,"""A""",2024-01-17T18:59:05.459797,completed,0,0,0,1,
300,42.50454566,3.616018951,40.90006106,45.42967837,"(42.5045456597, 3.61601895075)","(40.900061059, 45.4296783722)",292,467,210861,2024-01-21T09:10:37.998958,761,384502,,47.167.220.10,2024-01-21T09:10:47.171687,,,,,"""B""",2024-01-17T18:59:05.602051,completed,0,0,0,1,
301,12.75795343,50.96161867,5.642836563,8.840144634,"(12.7579534299, 50.96161866550001)","(5.64283656321, 8.840144634289997)",293,676,224170,2024-01-31T12:15:38.341122,761,384503,,47.167.220.10,2024-01-31T12:15:41.338612,,,,,"""B""",2024-01-17T18:59:05.727927,completed,0,0,0,1,
302,-62.22649932,-22.63981666,22.39961501,55.05309488,"(-62.2264993246, -22.639816663)","(22.3996150089, 55.053094878100005)",294,2967,210862,2024-01-21T09:10:47.534942,761,384504,,47.167.220.10,2024-01-21T09:11:12.135661,,,,,"""A""",2024-01-17T18:59:05.856317,completed,0,0,0,1,
303,-71.92095263,11.06031294,20.62770251,44.78946076,"(-71.9209526313, 11.060312942100001)","(20.6277025106, 44.7894607609)",295,1490,224306,2024-01-31T12:43:02.949971,761,384505,,47.167.220.10,2024-01-31T12:43:04.585316,,,,,"""A""",2024-01-17T18:59:05.968270,completed,0,0,0,1,
304,-71.04231349,-10.24978986,-75.12314482,6.699395539,"(-71.042313486, -10.2497898612)","(-75.1231448175, 6.69939553868)",296,2617,210863,2024-01-21T09:11:12.426744,761,384506,,47.167.220.10,2024-01-21T09:11:16.092082,,,,,"""A""",2024-01-17T18:59:06.071961,completed,0,0,0,1,
305,7.301736567,52.97968505,-92.35165858,17.80856479,"(7.30173656653, 52.9796850516)","(-92.35165858100001, 17.8085647861)",251,4425,224171,2024-01-31T12:15:41.903391,761,384507,,47.167.220.10,2024-01-31T12:15:49.230787,,,,,"""B""",2024-01-17T18:59:06.178298,completed,0,0,0,1,
306,-76.14167586,4.378394882,28.04086777,7.065426547,"(-76.1416758638, 4.3783948819599985)","(28.040867766799998, 7.0654265474)",297,2654,210864,2024-01-21T09:11:16.426407,761,384508,,47.167.220.10,2024-01-21T09:11:19.519496,,,,,"""B""",2024-01-17T18:59:06.325839,completed,0,0,0,1,
307,66.24873487,39.96587445,-93.10119687,35.17216078,"(66.2487348651, 39.9658744473)","(-93.10119686620001, 35.1721607828)",298,2419,224469,2024-01-31T13:05:52.843409,761,384509,,47.167.220.10,2024-01-31T13:05:56.866140,,,,,"""B""",2024-01-17T18:59:06.447591,completed,0,0,0,1,
308,-55.26046935,-1.185008404,-96.56728333,39.56653076,"(-55.2604693496, -1.18500840378)","(-96.56728332639999, 39.5665307641)",299,2948,210865,2024-01-21T09:11:19.878318,761,384510,,47.167.220.10,2024-01-21T09:11:23.230790,,,,,"""A""",2024-01-17T18:59:06.597217,completed,0,0,0,1,
309,42.30447408,2.594576551,5.598952614,5.423451507,"(42.304474076999995, 2.59457655146)","(5.59895261359, 5.42345150733)",300,1337,224172,2024-01-31T12:15:50.044399,761,384511,,47.167.220.10,2024-01-31T12:15:53.268131,,,,,"""B""",2024-01-17T18:59:06.723177,completed,0,0,0,1,
310,-91.91148891,34.26553865,1.545981728,7.01358932,"(-91.9114889083, 34.2655386524)","(1.5459817275, 7.01358932045)",125,799,210866,2024-01-21T09:11:23.528793,761,384512,,47.167.220.10,2024-01-21T09:11:33.349240,,,,,"""A""",2024-01-17T18:59:06.846826,completed,0,0,0,1,
311,-76.14359147,42.0675147,42.48045294,36.94534084,"(-76.1435914709, 42.0675146985)","(42.4804529412, 36.9453408385)",301,2521,224273,2024-01-31T12:39:14.295593,761,384513,,47.167.220.10,2024-01-31T12:39:15.599790,,,,,"""B""",2024-01-17T18:59:07.067885,completed,0,0,0,1,
312,-54.2421945,-21.95626052,-59.37997163,-26.26841293,"(-54.242194498900005, -21.956260522199997)","(-59.379971631400004, -26.2684129308)",302,1791,210867,2024-01-21T09:11:33.666062,761,384514,,47.167.220.10,2024-01-21T09:11:37.059515,,,,,"""A""",2024-01-17T18:59:07.170471,completed,0,0,0,1,
313,-107.3821335,24.92300037,44.62545046,56.04934653,"(-107.38213350299999, 24.9230003654)","(44.6254504646, 56.0493465272)",255,4052,224173,2024-01-31T12:15:53.611536,761,384515,,47.167.220.10,2024-01-31T12:16:09.687423,,,,,"""B""",2024-01-17T18:59:07.277514,completed,0,0,0,1,
314,28.46136835,39.98040553,-7.136152723,11.95936912,"(28.461368354, 39.980405527100004)","(-7.13615272288, 11.959369120999998)",303,258,210868,2024-01-21T09:11:37.368841,761,384516,,47.167.220.10,2024-01-21T09:11:40.324761,,,,,"""B""",2024-01-17T18:59:07.409269,completed,0,0,0,1,
315,-65.45435389,-0.733511132,-73.77701317,8.21642875,"(-65.4543538944, -0.733511131875)","(-73.777013166, 8.21642874993)",304,3740,224308,2024-01-31T12:43:04.899244,761,384517,,47.167.220.10,2024-01-31T12:43:06.455539,,,,,"""A""",2024-01-17T18:59:07.540314,completed,0,0,0,1,
316,33.48238864,39.8108946,17.14962911,-5.961206177,"(33.4823886358, 39.8108945963)","(17.1496291122, -5.961206176849999)",305,2857,210869,2024-01-21T09:11:40.627994,761,384518,,47.167.220.10,2024-01-21T09:11:43.908253,,,,,"""B""",2024-01-17T18:59:07.683442,completed,0,0,0,1,
317,-101.9139663,18.24150932,-121.9389189,52.66707733,"(-101.913966282, 18.2415093245)","(-121.938918935, 52.6670773334)",58,1140,224174,2024-01-31T12:16:10.032449,761,384519,,47.167.220.10,2024-01-31T12:16:19.174025,,,,,"""B""",2024-01-17T18:59:07.801380,completed,0,0,0,1,
318,5.807726274,47.17116328,69.36886601,55.36682948,"(5.807726274279998, 47.171163280900004)","(69.3688660075, 55.3668294797)",306,2809,210870,2024-01-21T09:11:44.209392,761,384520,,47.167.220.10,2024-01-21T09:12:10.119027,,,,,"""B""",2024-01-17T18:59:07.934524,completed,0,0,0,1,
319,0.258885979,51.46445546,6.782923779,49.80393655,"(0.258885978789, 51.4644554648)","(6.78292377925, 49.8039365525)",307,2194,224274,2024-01-31T12:39:15.909923,761,384521,,47.167.220.10,2024-01-31T12:39:17.843590,,,,,"""B""",2024-01-17T18:59:08.069165,completed,0,0,0,1,
320,65.89273563,59.74626941,48.50501593,51.90406604,"(65.89273563229999, 59.7462694121)","(48.505015925100004, 51.9040660448)",308,4266,210871,2024-01-21T09:12:10.508302,761,384522,,47.167.220.10,2024-01-21T09:12:18.301496,,,,,"""A""",2024-01-17T18:59:08.191809,completed,0,0,0,1,
321,-143.3414002,63.38348316,-63.29390608,-17.20629175,"(-143.341400166, 63.383483163)","(-63.293906076499994, -17.2062917534)",309,4150,224175,2024-01-31T12:16:19.507843,761,384523,,47.167.220.10,2024-01-31T12:16:23.790958,,,,,"""A""",2024-01-17T18:59:08.330363,completed,0,0,0,1,
322,11.82560024,47.40303719,-72.09061329,-36.55181392,"(11.8256002356, 47.403037186700004)","(-72.0906132924, -36.551813919299995)",310,150,210872,2024-01-21T09:12:18.648260,761,384524,,47.167.220.10,2024-01-21T09:12:33.416364,,,,,"""B""",2024-01-17T18:59:08.451089,completed,0,0,0,1,
323,-48.5866928,-19.22248328,-91.28163583,35.78951445,"(-48.586692796899996, -19.2224832758)","(-91.281635831, 35.7895144529)",311,2010,224450,2024-01-31T12:58:39.420682,761,384525,,47.167.220.10,2024-01-31T12:58:42.771359,,,,,"""B""",2024-01-17T18:59:08.579535,completed,0,0,0,1,
324,22.40064168,39.6464036,43.4851854,41.92609304,"(22.400641679299998, 39.646403598)","(43.4851854003, 41.9260930374)",312,2575,210873,2024-01-21T09:12:33.743523,761,384526,,47.167.220.10,2024-01-21T09:12:46.402382,,,,,"""B""",2024-01-17T18:59:08.706370,completed,0,0,0,1,
325,-57.42298981,-18.98101262,5.505579082,5.946597074,"(-57.422989809099995, -18.9810126202)","(5.50557908181, 5.94659707422)",313,128,224176,2024-01-31T12:16:24.175067,761,384527,,47.167.220.10,2024-01-31T12:16:27.218976,,,,,"""B""",2024-01-17T18:59:08.840338,completed,0,0,0,1,
326,-65.91092791,3.08986857,-50.67876,-2.585889951,"(-65.9109279082, 3.08986856953)","(-50.6787600024, -2.58588995066)",314,4735,210874,2024-01-21T09:12:46.775952,761,384528,,47.167.220.10,2024-01-21T09:12:50.414874,,,,,"""A""",2024-01-17T18:59:09.109697,completed,0,0,0,1,
327,-53.43893635,-27.15024655,-121.9389189,52.66707733,"(-53.438936352, -27.1502465529)","(-121.938918935, 52.6670773334)",108,1140,224276,2024-01-31T12:39:18.148922,761,384529,,47.167.220.10,2024-01-31T12:39:19.709019,,,,,"""B""",2024-01-17T18:59:09.245315,completed,0,0,0,1,
328,-94.73617121,33.73624003,51.27800071,53.38575504,"(-94.7361712144, 33.7362400267)","(51.278000714300006, 53.385755044899994)",315,2242,210875,2024-01-21T09:12:50.780521,761,384530,,47.167.220.10,2024-01-21T09:12:53.152917,,,,,"""B""",2024-01-17T18:59:09.377966,completed,0,0,0,1,
329,-73.7646775,4.080041401,-72.68301511,-40.25963307,"(-73.7646775039, 4.08004140118)","(-72.68301511279999, -40.2596330664)",316,3378,224177,2024-01-31T12:16:27.576415,761,384531,,47.167.220.10,2024-01-31T12:16:37.203040,,,,,"""A""",2024-01-17T18:59:09.538982,completed,0,0,0,1,
330,-55.57899574,-17.42380556,-51.48850651,-29.92712015,"(-55.578995740699995, -17.4238055631)","(-51.4885065088, -29.927120147199997)",317,3598,210876,2024-01-21T09:12:53.474015,761,384532,,47.167.220.10,2024-01-21T09:12:58.100485,,,,,"""A""",2024-01-17T18:59:09.667081,completed,0,0,0,1,
331,22.19026912,40.39121742,37.7533018,55.64140581,"(22.1902691167, 40.3912174173)","(37.7533018026, 55.6414058092)",318,2659,224309,2024-01-31T12:43:06.739578,761,384533,,47.167.220.10,2024-01-31T12:43:08.189734,,,,,"""A""",2024-01-17T18:59:09.787038,completed,0,0,0,1,
332,-88.86258293,41.33450676,66.64772606,63.72850766,"(-88.86258293120001, 41.3345067611)","(66.6477260609, 63.728507657)",319,2436,210877,2024-01-21T09:12:58.439502,761,384534,,47.167.220.10,2024-01-21T09:13:01.573806,,,,,"""B""",2024-01-17T18:59:09.909171,completed,0,0,0,1,
333,-110.8311058,50.07622983,14.03010535,-17.42013984,"(-110.831105809, 50.076229831800006)","(14.030105345399999, -17.4201398399)",320,3889,224178,2024-01-31T12:16:37.534734,761,384535,,47.167.220.10,2024-01-31T12:16:41.010053,,,,,"""B""",2024-01-17T18:59:10.040135,completed,0,0,0,1,
334,-9.191294351,10.75259065,-74.31623726,-12.93163898,"(-9.19129435114, 10.7525906454)","(-74.31623725840001, -12.931638984300001)",321,550,210878,2024-01-21T09:13:01.878197,761,384536,,47.167.220.10,2024-01-21T09:13:04.632417,,,,,"""B""",2024-01-17T18:59:10.159009,completed,0,0,0,1,
335,50.30019936,61.09979702,51.68837529,48.55137534,"(50.3001993583, 61.099797018100006)","(51.6883752875, 48.55137534479999)",322,475,224504,2024-01-31T13:10:07.386547,761,384537,,47.167.220.10,2024-01-31T13:10:11.672414,,,,,"""A""",2024-01-17T18:59:10.280182,completed,0,0,0,1,
336,6.636936027,8.277235793,-52.64796875,-27.25586641,"(6.63693602674, 8.27723579345)","(-52.647968747200004, -27.255866407)",323,1972,210879,2024-01-21T09:13:05.009769,761,384538,,47.167.220.10,2024-01-21T09:13:10.537770,,,,,"""A""",2024-01-17T18:59:10.416237,completed,0,0,0,1,
337,10.32550834,60.20168174,-78.03066241,39.63025921,"(10.3255083441, 60.2016817408)","(-78.0306624066, 39.6302592145)",324,2374,224179,2024-01-31T12:16:41.368039,761,384539,,47.167.220.10,2024-01-31T12:16:52.882384,,,,,"""A""",2024-01-17T18:59:10.542701,completed,0,0,0,1,
338,57.00251287,51.34921424,-65.27643096,-27.06079507,"(57.002512867600004, 51.349214239300004)","(-65.2764309572, -27.0607950675)",325,4023,210880,2024-01-21T09:13:10.821853,761,384540,,47.167.220.10,2024-01-21T09:13:14.327148,,,,,"""B""",2024-01-17T18:59:10.644436,completed,0,0,0,1,
339,22.2178747,49.55969576,15.04833267,11.28009147,"(22.2178747012, 49.5596957618)","(15.048332674100001, 11.2800914654)",326,4426,224277,2024-01-31T12:39:20.045690,761,384541,,47.167.220.10,2024-01-31T12:39:21.258763,,,,,"""B""",2024-01-17T18:59:10.771581,completed,0,0,0,1,
340,-65.68216945,-7.670939251,9.464214865,10.57133367,"(-65.6821694467, -7.670939251369998)","(9.46421486458, 10.5713336715)",327,3722,210881,2024-01-21T09:13:14.635026,761,384542,,47.167.220.10,2024-01-21T09:13:17.075172,,,,,"""A""",2024-01-17T18:59:10.898664,completed,0,0,0,1,
341,35.5918393,36.85537654,5.679984791,50.76700458,"(35.5918393019, 36.8553765436)","(5.67998479097, 50.767004575600005)",328,2110,224180,2024-01-31T12:16:53.211215,761,384543,,47.167.220.10,2024-01-31T12:17:04.239352,,,,,"""A""",2024-01-17T18:59:11.016886,completed,0,0,0,1,
342,5.31617725,45.85917699,30.04152771,51.43218527,"(5.31617725004, 45.859176994399995)","(30.0415277054, 51.4321852667)",329,3564,210882,2024-01-21T09:13:17.382291,761,384544,,47.167.220.10,2024-01-21T09:13:20.454936,,,,,"""B""",2024-01-17T18:59:11.127262,completed,0,0,0,1,
343,-76.2351442,41.64451361,60.46257869,37.09798289,"(-76.2351442008, 41.644513613899996)","(60.4625786858, 37.0979828931)",194,3468,224311,2024-01-31T12:43:08.502081,761,384545,,47.167.220.10,2024-01-31T12:43:10.449281,,,,,"""A""",2024-01-17T18:59:11.245083,completed,0,0,0,1,
344,28.07155364,-26.82732925,-12.37102894,9.367217936,"(28.071553636300006, -26.827329245)","(-12.371028936400002, 9.36721793573)",330,3973,210883,2024-01-21T09:13:20.778945,761,384546,,47.167.220.10,2024-01-21T09:13:25.909137,,,,,"""B""",2024-01-17T18:59:11.371658,completed,0,0,0,1,
345,-9.677164802,5.646710239,-77.5726467,45.33589536,"(-9.67716480238, 5.646710239)","(-77.5726466966, 45.335895360100004)",331,2371,224181,2024-01-31T12:17:04.556988,761,384547,,47.167.220.10,2024-01-31T12:17:13.321594,,,,,"""A""",2024-01-17T18:59:11.503271,completed,0,0,0,1,
346,57.48682537,55.60633798,-80.02561515,-6.487700018,"(57.4868253725, 55.6063379804)","(-80.0256151514, -6.48770001781)",332,4580,210884,2024-01-21T09:13:26.186466,761,384548,,47.167.220.10,2024-01-21T09:13:36.104215,,,,,"""A""",2024-01-17T18:59:11.617818,completed,0,0,0,1,
347,48.84484031,30.15538463,-61.53668788,-5.284378973,"(48.844840311800006, 30.1553846333)","(-61.536687881800006, -5.28437897285)",333,3199,224278,2024-01-31T12:39:21.550902,761,384549,,47.167.220.10,2024-01-31T12:39:22.628567,,,,,"""B""",2024-01-17T18:59:11.731854,completed,0,0,0,1,
348,26.36553535,45.29871055,33.01999433,8.603077007,"(26.3655353519, 45.298710553599996)","(33.0199943325, 8.60307700745)",334,643,210885,2024-01-21T09:13:36.428249,761,384550,,47.167.220.10,2024-01-21T09:13:40.511736,,,,,"""B""",2024-01-17T18:59:11.848510,completed,0,0,0,1,
349,40.78028791,54.36779834,-76.3130737,-9.229768084,"(40.7802879084, 54.36779833560001)","(-76.31307369550001, -9.22976808449)",335,2024,224182,2024-01-31T12:17:13.683916,761,384551,,47.167.220.10,2024-01-31T12:17:44.534964,,,,,"""A""",2024-01-17T18:59:11.993449,completed,0,0,0,1,
350,23.73940806,-5.895290315,43.83052816,34.2213718,"(23.739408055300004, -5.89529031468)","(43.8305281616, 34.2213718009)",336,3372,210886,2024-01-21T09:13:40.917219,761,384552,,47.167.220.10,2024-01-21T09:13:45.616033,,,,,"""B""",2024-01-17T18:59:12.110905,completed,0,0,0,1,
351,29.90898622,-29.76335166,-79.83636549,21.78808778,"(29.9089862194, -29.7633516636)","(-79.836365493, 21.7880877834)",337,1233,224451,2024-01-31T12:58:43.246956,761,384553,,47.167.220.10,2024-01-31T12:58:46.937999,,,,,"""B""",2024-01-17T18:59:12.223784,completed,0,0,0,1,
352,-7.671995003,42.73974861,16.35739876,45.4781939,"(-7.67199500347, 42.7397486113)","(16.357398756600002, 45.4781938991)",338,1439,210887,2024-01-21T09:13:46.027415,761,384554,,47.167.220.10,2024-01-21T09:13:54.472687,,,,,"""B""",2024-01-17T18:59:12.369396,completed,0,0,0,1,
353,-55.05451678,-28.12735492,11.67168488,-0.059059495,"(-55.0545167815, -28.127354924899997)","(11.671684882300001, -0.059059495407)",339,3210,224183,2024-01-31T12:17:44.874261,761,384555,,47.167.220.10,2024-01-31T12:17:47.641620,,,,,"""B""",2024-01-17T18:59:12.506363,completed,0,0,0,1,
354,-78.58765874,0.274431363,-1.46187195,47.2406086,"(-78.58765873739999, 0.274431363381)","(-1.46187195032, 47.240608595699996)",340,224,210888,2024-01-21T09:13:54.807457,761,384556,,47.167.220.10,2024-01-21T09:14:03.248747,,,,,"""B""",2024-01-17T18:59:12.650032,completed,0,0,0,1,
355,-58.64189924,-27.12081585,-97.55510384,42.02358797,"(-58.641899242799994, -27.1208158456)","(-97.5551038377, 42.0235879691)",341,1184,224280,2024-01-31T12:39:23.007947,761,384557,,47.167.220.10,2024-01-31T12:39:24.378440,,,,,"""B""",2024-01-17T18:59:12.809173,completed,0,0,0,1,
356,14.14848582,49.3452012,35.88966012,56.94275424,"(14.148485819400001, 49.345201203900004)","(35.8896601183, 56.942754243900005)",342,2455,210889,2024-01-21T09:14:03.531151,761,384558,,47.167.220.10,2024-01-21T09:14:10.892575,,,,,"""A""",2024-01-17T18:59:12.946886,completed,0,0,0,1,
357,-82.59925842,35.64592249,40.54900448,48.29807102,"(-82.5992584215, 35.645922489200004)","(40.549004479299995, 48.298071021300004)",343,974,224184,2024-01-31T12:17:47.962728,761,384559,,47.167.220.10,2024-01-31T12:17:53.000385,,,,,"""B""",2024-01-17T18:59:13.060284,completed,0,0,0,1,
358,50.28190937,58.98784312,-10.25321634,6.433817998,"(50.281909373999994, 58.98784312340001)","(-10.2532163425, 6.4338179983)",344,1096,210890,2024-01-21T09:14:11.277692,761,384560,,47.167.220.10,2024-01-21T09:14:15.267733,,,,,"""A""",2024-01-17T18:59:13.188836,completed,0,0,0,1,
359,-84.36826025,41.0744113,-54.38857076,-1.802233886,"(-84.36826025319999, 41.0744112976)","(-54.388570762200004, -1.80223388583)",345,217,224312,2024-01-31T12:43:10.772910,761,384561,,47.167.220.10,2024-01-31T12:43:14.890215,,,,,"""B""",2024-01-17T18:59:13.350256,completed,0,0,0,1,
360,-51.79030236,-31.12446915,25.27077959,-17.79788352,"(-51.7903023618, -31.124469148200003)","(25.2707795886, -17.7978835167)",346,1634,210891,2024-01-21T09:14:15.580252,761,384562,,47.167.220.10,2024-01-21T09:15:39.576654,,,,,"""A""",2024-01-17T18:59:13.468449,completed,0,0,0,1,
